Time Step,Time,water_potential_evaporation_flux
668,2015-12-28 20:00:00,0.000000135
669,2015-12-28 21:00:00,0.000000095
670,2015-12-28 22:00:00,0.000000029
671,2015-12-28 23:00:00,0.000000018
672,2015-12-29 00:00:00,0.000000014
673,2015-12-29 01:00:00,0.000000019
674,2015-12-29 02:00:00,0.000000016
675,2015-12-29 03:00:00,0.000000023
676,2015-12-29 04:00:00,0.000000016
677,2015-12-29 05:00:00,0.000000021
678,2015-12-29 06:00:00,0.000000028
679,2015-12-29 07:00:00,0.000000023
680,2015-12-29 08:00:00,0.000000025
681,2015-12-29 09:00:00,0.000000024
682,2015-12-29 10:00:00,0.000000011
683,2015-12-29 11:00:00,0.000000006
684,2015-12-29 12:00:00,0.000000012
685,2015-12-29 13:00:00,0.000000027
686,2015-12-29 14:00:00,0.000000047
687,2015-12-29 15:00:00,0.000000093
688,2015-12-29 16:00:00,0.000000125
689,2015-12-29 17:00:00,0.000000142
690,2015-12-29 18:00:00,0.000000170
691,2015-12-29 19:00:00,0.000000172
692,2015-12-29 20:00:00,0.000000133
693,2015-12-29 21:00:00,0.000000086
694,2015-12-29 22:00:00,0.000000042
695,2015-12-29 23:00:00,0.000000012
696,2015-12-30 00:00:00,0.000000000
697,2015-12-30 01:00:00,0.000000000
698,2015-12-30 02:00:00,0.000000000
699,2015-12-30 03:00:00,0.000000008
700,2015-12-30 04:00:00,0.000000000
701,2015-12-30 05:00:00,0.000000000
702,2015-12-30 06:00:00,0.000000000
703,2015-12-30 07:00:00,0.000000000
704,2015-12-30 08:00:00,0.000000000
705,2015-12-30 09:00:00,0.000000008
706,2015-12-30 10:00:00,0.000000008
707,2015-12-30 11:00:00,0.000000010
708,2015-12-30 12:00:00,0.000000014
709,2015-12-30 13:00:00,0.000000026
710,2015-12-30 14:00:00,0.000000044
711,2015-12-30 15:00:00,0.000000059
712,2015-12-30 16:00:00,0.000000070
713,2015-12-30 17:00:00,0.000000074
714,2015-12-30 18:00:00,0.000000077
715,2015-12-30 19:00:00,0.000000075
716,2015-12-30 20:00:00,0.000000059
717,2015-12-30 21:00:00,0.000000038
718,2015-12-30 22:00:00,0.000000046
719,2015-12-30 23:00:00,0.000000042
